pid,order,file_name,label,_date,object_type,source,thumbnail,full
gbby-45g191,191,gbby-45g191.jpg,GBBY 45G/191: Football Game Scene - Notre Dame vs. Washington - 1936,1936,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g191.jpg,/img/derivatives/simple/gbby-45g191/thumbnail.jpg,/img/derivatives/simple/gbby-45g191/fullwidth.jpg
gbby-45g192,192,gbby-45g192.jpg,GBBY 45G/192: Football Game Scene - Notre Dame vs. Washington - 1936,1936,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g192.jpg,/img/derivatives/simple/gbby-45g192/thumbnail.jpg,/img/derivatives/simple/gbby-45g192/fullwidth.jpg
gbby-45g193,193,gbby-45g193.jpg,GBBY 45G/193: Football Game Scene - Notre Dame vs. Washington - 1936,1936,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g193.jpg,/img/derivatives/simple/gbby-45g193/thumbnail.jpg,/img/derivatives/simple/gbby-45g193/fullwidth.jpg
gbby-45g194,194,gbby-45g194.jpg,GBBY 45G/194: Football Game Scene - Notre Dame vs. Washington - 1936,1936,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g194.jpg,/img/derivatives/simple/gbby-45g194/thumbnail.jpg,/img/derivatives/simple/gbby-45g194/fullwidth.jpg
gbby-45g195,195,gbby-45g195.jpg,GBBY 45G/195: Football Game Scene - Unidentified Game or Scrimmage - c1930s,1930s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g195.jpg,/img/derivatives/simple/gbby-45g195/thumbnail.jpg,/img/derivatives/simple/gbby-45g195/fullwidth.jpg
gbby-45g196,196,gbby-45g196.jpg,GBBY 45G/196: Football Game Scene - Unidentified Game (High School game?) - c1930s,1930s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g196.jpg,/img/derivatives/simple/gbby-45g196/thumbnail.jpg,/img/derivatives/simple/gbby-45g196/fullwidth.jpg
gbby-45g197,197,gbby-45g197.jpg,GBBY 45G/197: Football Game Scene - Unidentified Game or Scrimmage - c1930s,1930s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g197.jpg,/img/derivatives/simple/gbby-45g197/thumbnail.jpg,/img/derivatives/simple/gbby-45g197/fullwidth.jpg
gbby-45g198,198,gbby-45g198.jpg,GBBY 45G/198: Football Game Scene - Unidentified Game or Scrimmage - c1930s,1930s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g198.jpg,/img/derivatives/simple/gbby-45g198/thumbnail.jpg,/img/derivatives/simple/gbby-45g198/fullwidth.jpg
gbby-45g199,199,gbby-45g199.jpg,GBBY 45G/199: Football Game Scene - Unidentified Game or Scrimmage - c1930s,1930s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g199.jpg,/img/derivatives/simple/gbby-45g199/thumbnail.jpg,/img/derivatives/simple/gbby-45g199/fullwidth.jpg
gbby-45g200,200,gbby-45g200.jpg,GBBY 45G/200: Football Game Scene - Unidentified Game or Scrimmage - c1930s,1930s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g200.jpg,/img/derivatives/simple/gbby-45g200/thumbnail.jpg,/img/derivatives/simple/gbby-45g200/fullwidth.jpg
gbby-45g201,201,gbby-45g201.jpg,GBBY 45G/201: Football Game Scene - Unidentified Game - c1930s,1930s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g201.jpg,/img/derivatives/simple/gbby-45g201/thumbnail.jpg,/img/derivatives/simple/gbby-45g201/fullwidth.jpg
gbby-45g202,202,gbby-45g202.jpg,GBBY 45G/202: Football Game Scene - Unidentified Game - c1930s,1930s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g202.jpg,/img/derivatives/simple/gbby-45g202/thumbnail.jpg,/img/derivatives/simple/gbby-45g202/fullwidth.jpg
gbby-45g203,203,gbby-45g203.jpg,GBBY 45G/203: Football Game Scene - Unidentified Game - c1930s,1930s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g203.jpg,/img/derivatives/simple/gbby-45g203/thumbnail.jpg,/img/derivatives/simple/gbby-45g203/fullwidth.jpg
gbby-45g204,204,gbby-45g204.jpg,GBBY 45G/204: Football Game Scene - Unidentified Game - c1930s,1930s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g204.jpg,/img/derivatives/simple/gbby-45g204/thumbnail.jpg,/img/derivatives/simple/gbby-45g204/fullwidth.jpg
gbby-45g205,205,gbby-45g205.jpg,GBBY 45G/205: Football Game Scene - Unidentified Game - c1930s,1930s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g205.jpg,/img/derivatives/simple/gbby-45g205/thumbnail.jpg,/img/derivatives/simple/gbby-45g205/fullwidth.jpg
gbby-45g206,206,gbby-45g206.jpg,GBBY 45G/206: Football Game Scene - Unidentified Game - c1930s,1930s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g206.jpg,/img/derivatives/simple/gbby-45g206/thumbnail.jpg,/img/derivatives/simple/gbby-45g206/fullwidth.jpg
gbby-45g207,207,gbby-45g207.jpg,GBBY 45G/207: Football Game Scene - Unidentified Game - c1930s,1930s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g207.jpg,/img/derivatives/simple/gbby-45g207/thumbnail.jpg,/img/derivatives/simple/gbby-45g207/fullwidth.jpg
gbby-45g208,208,gbby-45g208.jpg,GBBY 45G/208: Football Game Scene - Unidentified Game - c1930s,1930s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g208.jpg,/img/derivatives/simple/gbby-45g208/thumbnail.jpg,/img/derivatives/simple/gbby-45g208/fullwidth.jpg
gbby-45g209,209,gbby-45g209.jpg,GBBY 45G/209: Football Game Scene - Unidentified Game - c1930s,1930s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g209.jpg,/img/derivatives/simple/gbby-45g209/thumbnail.jpg,/img/derivatives/simple/gbby-45g209/fullwidth.jpg
gbby-45g210,210,gbby-45g210.jpg,GBBY 45G/210: Football Game Scene - Unidentified Game - c1930s,1930s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g210.jpg,/img/derivatives/simple/gbby-45g210/thumbnail.jpg,/img/derivatives/simple/gbby-45g210/fullwidth.jpg
gbby-45g211,211,gbby-45g211.jpg,GBBY 45G/211: Football Game Scene - Unidentified Game - c1930s,1930s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g211.jpg,/img/derivatives/simple/gbby-45g211/thumbnail.jpg,/img/derivatives/simple/gbby-45g211/fullwidth.jpg
gbby-45g212,212,gbby-45g212.jpg,GBBY 45G/212: Football Game Scene - Unidentified Game - c1930s,1930s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g212.jpg,/img/derivatives/simple/gbby-45g212/thumbnail.jpg,/img/derivatives/simple/gbby-45g212/fullwidth.jpg
gbby-45g213,213,gbby-45g213.jpg,GBBY 45G/213: Interhall? Football Game Scene - Unidentified Game - c1930s,1930s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g213.jpg,/img/derivatives/simple/gbby-45g213/thumbnail.jpg,/img/derivatives/simple/gbby-45g213/fullwidth.jpg
gbby-45g214,214,gbby-45g214.jpg,GBBY 45G/214: Interhall? Football Game Scene - Unidentified Game - c1930s,1930s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g214.jpg,/img/derivatives/simple/gbby-45g214/thumbnail.jpg,/img/derivatives/simple/gbby-45g214/fullwidth.jpg
gbby-45g215,215,gbby-45g215.jpg,GBBY 45G/215: Football Game Scene - Notre Dame vs. Northwestern at Soldier Field? - 1931?,1931,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g215.jpg,/img/derivatives/simple/gbby-45g215/thumbnail.jpg,/img/derivatives/simple/gbby-45g215/fullwidth.jpg
gbby-45g216,216,gbby-45g216.jpg,GBBY 45G/216: Football Game Scene - Notre Dame vs. Northwestern - c1930s,1930s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g216.jpg,/img/derivatives/simple/gbby-45g216/thumbnail.jpg,/img/derivatives/simple/gbby-45g216/fullwidth.jpg
gbby-45g217,217,gbby-45g217.jpg,GBBY 45G/217: Football Game Scene - Notre Dame vs. Northwestern - c1930s,1930s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g217.jpg,/img/derivatives/simple/gbby-45g217/thumbnail.jpg,/img/derivatives/simple/gbby-45g217/fullwidth.jpg
gbby-45g218,218,gbby-45g218.jpg,GBBY 45G/218: Football Game Scene - Unidentified Game (High School?) - c1920s,1920s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g218.jpg,/img/derivatives/simple/gbby-45g218/thumbnail.jpg,/img/derivatives/simple/gbby-45g218/fullwidth.jpg
gbby-45g219,219,gbby-45g219.jpg,GBBY 45G/219: Football Game Scene - Unidentified Game (High School?) - c1920s,1920s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g219.jpg,/img/derivatives/simple/gbby-45g219/thumbnail.jpg,/img/derivatives/simple/gbby-45g219/fullwidth.jpg
gbby-45g220,220,gbby-45g220.jpg,GBBY 45G/220: Football Game Scene - Unidentified Game (High School?) - c1920s,1920s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g220.jpg,/img/derivatives/simple/gbby-45g220/thumbnail.jpg,/img/derivatives/simple/gbby-45g220/fullwidth.jpg
gbby-45g221,221,gbby-45g221.jpg,GBBY 45G/221: Football Game Scene - Unidentified Game (High School?) - c1920s,1920s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g221.jpg,/img/derivatives/simple/gbby-45g221/thumbnail.jpg,/img/derivatives/simple/gbby-45g221/fullwidth.jpg
gbby-45g222,222,gbby-45g222.jpg,GBBY 45G/222: Football Game Scene - Unidentified Game (High School?) - c1920s,1920s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g222.jpg,/img/derivatives/simple/gbby-45g222/thumbnail.jpg,/img/derivatives/simple/gbby-45g222/fullwidth.jpg
gbby-45g223,223,gbby-45g223.jpg,GBBY 45G/223: Football Game Scene - Unidentified Game (High School?) - c1920s,1920s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g223.jpg,/img/derivatives/simple/gbby-45g223/thumbnail.jpg,/img/derivatives/simple/gbby-45g223/fullwidth.jpg
gbby-45g224,224,gbby-45g224.jpg,GBBY 45G/224: Football Game Scene - Unidentified Game (High School? An Elkhart-Visitors Scoreboard is in the background) - c1920s,1920s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g224.jpg,/img/derivatives/simple/gbby-45g224/thumbnail.jpg,/img/derivatives/simple/gbby-45g224/fullwidth.jpg
gbby-45g225,225,gbby-45g225.jpg,GBBY 45G/225: Football Game Scene - Unidentified Game - c1920s,1920s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g225.jpg,/img/derivatives/simple/gbby-45g225/thumbnail.jpg,/img/derivatives/simple/gbby-45g225/fullwidth.jpg
gbby-45g226,226,gbby-45g226.jpg,GBBY 45G/226: Football Game Scene - Unidentified Game - c1920s,1920s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g226.jpg,/img/derivatives/simple/gbby-45g226/thumbnail.jpg,/img/derivatives/simple/gbby-45g226/fullwidth.jpg
gbby-45g227,227,gbby-45g227.jpg,GBBY 45G/227: Football Game Scene - Notre Dame vs. Northwestern - c1930s,1930s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g227.jpg,/img/derivatives/simple/gbby-45g227/thumbnail.jpg,/img/derivatives/simple/gbby-45g227/fullwidth.jpg
gbby-45g228,228,gbby-45g228.jpg,GBBY 45G/228: Football Game Scene - Notre Dame vs. Northwestern - c1930s,1930s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g228.jpg,/img/derivatives/simple/gbby-45g228/thumbnail.jpg,/img/derivatives/simple/gbby-45g228/fullwidth.jpg
gbby-45g229,229,gbby-45g229.jpg,GBBY 45G/229: Football Game Scene - Unidentified Game - c1920s,1920s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g229.jpg,/img/derivatives/simple/gbby-45g229/thumbnail.jpg,/img/derivatives/simple/gbby-45g229/fullwidth.jpg
gbby-45g230,230,gbby-45g230.jpg,GBBY 45G/230: Football Game Scene - Unidentified Game - c1920s,1920s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g230.jpg,/img/derivatives/simple/gbby-45g230/thumbnail.jpg,/img/derivatives/simple/gbby-45g230/fullwidth.jpg
gbby-45g231,231,gbby-45g231.jpg,GBBY 45G/231: Football Game Scene - Unidentified Game - c1920s,1920s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g231.jpg,/img/derivatives/simple/gbby-45g231/thumbnail.jpg,/img/derivatives/simple/gbby-45g231/fullwidth.jpg
gbby-45g232,232,gbby-45g232.jpg,GBBY 45G/232: Football Game Scene - Unidentified Game - c1930s,1930s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g232.jpg,/img/derivatives/simple/gbby-45g232/thumbnail.jpg,/img/derivatives/simple/gbby-45g232/fullwidth.jpg
gbby-45g233,233,gbby-45g233.jpg,GBBY 45G/233: Football Game Scene - Unidentified Game - c1930s,1930s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g233.jpg,/img/derivatives/simple/gbby-45g233/thumbnail.jpg,/img/derivatives/simple/gbby-45g233/fullwidth.jpg
gbby-45g234,234,gbby-45g234.jpg,GBBY 45G/234: Football Game Scene - Unidentified Game - c1930s,1930s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g234.jpg,/img/derivatives/simple/gbby-45g234/thumbnail.jpg,/img/derivatives/simple/gbby-45g234/fullwidth.jpg
gbby-45g235,235,gbby-45g235.jpg,GBBY 45G/235: Football Game Scene - Unidentified Game - c1930s,1930s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g235.jpg,/img/derivatives/simple/gbby-45g235/thumbnail.jpg,/img/derivatives/simple/gbby-45g235/fullwidth.jpg
gbby-45g236,236,gbby-45g236.jpg,GBBY 45G/236: Football Game Scene - Unidentified Game - c1930s,1930s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g236.jpg,/img/derivatives/simple/gbby-45g236/thumbnail.jpg,/img/derivatives/simple/gbby-45g236/fullwidth.jpg
gbby-45g237,237,gbby-45g237.jpg,GBBY 45G/237: Football Game Scene - Unidentified Game - c1930s,1930s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g237.jpg,/img/derivatives/simple/gbby-45g237/thumbnail.jpg,/img/derivatives/simple/gbby-45g237/fullwidth.jpg
gbby-45g238,238,gbby-45g238.jpg,GBBY 45G/238: Football Game Scene - Unidentified Game - c1930s,1930s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g238.jpg,/img/derivatives/simple/gbby-45g238/thumbnail.jpg,/img/derivatives/simple/gbby-45g238/fullwidth.jpg
gbby-45g239,239,gbby-45g239.jpg,GBBY 45G/239: Football Game Scene - Unidentified Game - c1930s,1930s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g239.jpg,/img/derivatives/simple/gbby-45g239/thumbnail.jpg,/img/derivatives/simple/gbby-45g239/fullwidth.jpg
gbby-45g240,240,gbby-45g240.jpg,GBBY 45G/240: Spring Football Scrimmage Game or Practice with Coach Knute Rockne - c1920s,1920s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g240.jpg,/img/derivatives/simple/gbby-45g240/thumbnail.jpg,/img/derivatives/simple/gbby-45g240/fullwidth.jpg
gbby-45g241,241,gbby-45g241.jpg,GBBY 45G/241: Football Practice Scene - c1920s,1920s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g241.jpg,/img/derivatives/simple/gbby-45g241/thumbnail.jpg,/img/derivatives/simple/gbby-45g241/fullwidth.jpg
gbby-45g242,242,gbby-45g242.jpg,GBBY 45G/242: Football Practice Scene - c1920s,1920s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g242.jpg,/img/derivatives/simple/gbby-45g242/thumbnail.jpg,/img/derivatives/simple/gbby-45g242/fullwidth.jpg
gbby-45g243,243,gbby-45g243.jpg,GBBY 45G/243: Football Practice Scene - c1920s,1920s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g243.jpg,/img/derivatives/simple/gbby-45g243/thumbnail.jpg,/img/derivatives/simple/gbby-45g243/fullwidth.jpg
gbby-45g244,244,gbby-45g244.jpg,GBBY 45G/244: Football Practice Scene - c1920s,1920s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g244.jpg,/img/derivatives/simple/gbby-45g244/thumbnail.jpg,/img/derivatives/simple/gbby-45g244/fullwidth.jpg
gbby-45g245,245,gbby-45g245.jpg,GBBY 45G/245: Football Practice Scene - c1920s,1920s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g245.jpg,/img/derivatives/simple/gbby-45g245/thumbnail.jpg,/img/derivatives/simple/gbby-45g245/fullwidth.jpg
gbby-45g246,246,gbby-45g246.jpg,GBBY 45G/246: Football Practice Scene - c1920s,1920s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g246.jpg,/img/derivatives/simple/gbby-45g246/thumbnail.jpg,/img/derivatives/simple/gbby-45g246/fullwidth.jpg
gbby-45g247,247,gbby-45g247.jpg,GBBY 45G/247: Football Practice Scene - c1920s,1920s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g247.jpg,/img/derivatives/simple/gbby-45g247/thumbnail.jpg,/img/derivatives/simple/gbby-45g247/fullwidth.jpg
gbby-45g248,248,gbby-45g248.jpg,GBBY 45G/248: Football Practice Scene - c1920s,1920s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g248.jpg,/img/derivatives/simple/gbby-45g248/thumbnail.jpg,/img/derivatives/simple/gbby-45g248/fullwidth.jpg
gbby-45g249,249,gbby-45g249.jpg,GBBY 45G/249: Football Practice Scene - c1920s,1920s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g249.jpg,/img/derivatives/simple/gbby-45g249/thumbnail.jpg,/img/derivatives/simple/gbby-45g249/fullwidth.jpg
gbby-45g250,250,gbby-45g250.jpg,GBBY 45G/250: Football Practice Scene - c1920s,1920s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g250.jpg,/img/derivatives/simple/gbby-45g250/thumbnail.jpg,/img/derivatives/simple/gbby-45g250/fullwidth.jpg
gbby-45g251,251,gbby-45g251.jpg,GBBY 45G/251: Football Practice Scene - c1920s,1920s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g251.jpg,/img/derivatives/simple/gbby-45g251/thumbnail.jpg,/img/derivatives/simple/gbby-45g251/fullwidth.jpg
gbby-45g252,252,gbby-45g252.jpg,GBBY 45G/252: Football Practice Scene - c1920s,1920s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g252.jpg,/img/derivatives/simple/gbby-45g252/thumbnail.jpg,/img/derivatives/simple/gbby-45g252/fullwidth.jpg
gbby-45g253,253,gbby-45g253.jpg,GBBY 45G/253: Football Practice Scene - c1920s,1920s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g253.jpg,/img/derivatives/simple/gbby-45g253/thumbnail.jpg,/img/derivatives/simple/gbby-45g253/fullwidth.jpg
gbby-45g254,254,gbby-45g254.jpg,GBBY 45G/254: Football Practice Scene - c1920s,1920s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g254.jpg,/img/derivatives/simple/gbby-45g254/thumbnail.jpg,/img/derivatives/simple/gbby-45g254/fullwidth.jpg
gbby-45g255,255,gbby-45g255.jpg,GBBY 45G/255: Football Practice Scene - Player Elmer Layden Kicking a ball - 1922-1924,1922-1924,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g255.jpg,/img/derivatives/simple/gbby-45g255/thumbnail.jpg,/img/derivatives/simple/gbby-45g255/fullwidth.jpg
gbby-45g256,256,gbby-45g256.jpg,GBBY 45G/256: Football Practice Scene - c1920s,1920s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g256.jpg,/img/derivatives/simple/gbby-45g256/thumbnail.jpg,/img/derivatives/simple/gbby-45g256/fullwidth.jpg
gbby-45g257,257,gbby-45g257.jpg,GBBY 45G/257: Football Practice Scene - c1920s,1920s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g257.jpg,/img/derivatives/simple/gbby-45g257/thumbnail.jpg,/img/derivatives/simple/gbby-45g257/fullwidth.jpg
gbby-45g258,258,gbby-45g258.jpg,GBBY 45G/258: Football Practice Scene - c1920s,1920s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g258.jpg,/img/derivatives/simple/gbby-45g258/thumbnail.jpg,/img/derivatives/simple/gbby-45g258/fullwidth.jpg
gbby-45g259,259,gbby-45g259.jpg,GBBY 45G/259: Football Practice Scene - c1920s,1920s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g259.jpg,/img/derivatives/simple/gbby-45g259/thumbnail.jpg,/img/derivatives/simple/gbby-45g259/fullwidth.jpg
gbby-45g260,260,gbby-45g260.jpg,GBBY 45G/260: Football Practice Scene - c1920s,1920s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g260.jpg,/img/derivatives/simple/gbby-45g260/thumbnail.jpg,/img/derivatives/simple/gbby-45g260/fullwidth.jpg
gbby-45g261,261,gbby-45g261.jpg,GBBY 45G/261: Football Practice Scene - c1920s,1920s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g261.jpg,/img/derivatives/simple/gbby-45g261/thumbnail.jpg,/img/derivatives/simple/gbby-45g261/fullwidth.jpg
gbby-45g262,262,gbby-45g262.jpg,GBBY 45G/262: Football Practice Scene - c1920s,1920s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g262.jpg,/img/derivatives/simple/gbby-45g262/thumbnail.jpg,/img/derivatives/simple/gbby-45g262/fullwidth.jpg
gbby-45g263,263,gbby-45g263.jpg,GBBY 45G/263: Football Practice Scene - c1920s,1920s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g263.jpg,/img/derivatives/simple/gbby-45g263/thumbnail.jpg,/img/derivatives/simple/gbby-45g263/fullwidth.jpg
gbby-45g264,264,gbby-45g264.jpg,GBBY 45G/264: Football Practice Scene - c1920s,1920s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g264.jpg,/img/derivatives/simple/gbby-45g264/thumbnail.jpg,/img/derivatives/simple/gbby-45g264/fullwidth.jpg
gbby-45g265,265,gbby-45g265.jpg,GBBY 45G/265: Football Practice Scene - c1920s,1920s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g265.jpg,/img/derivatives/simple/gbby-45g265/thumbnail.jpg,/img/derivatives/simple/gbby-45g265/fullwidth.jpg
gbby-45g266,266,gbby-45g266.jpg,GBBY 45G/266: Football Practice Scene - c1920s,1920s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g266.jpg,/img/derivatives/simple/gbby-45g266/thumbnail.jpg,/img/derivatives/simple/gbby-45g266/fullwidth.jpg
gbby-45g267,267,gbby-45g267.jpg,GBBY 45G/267: Football Practice Scene (Game Scene?) - c1930s,1930s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g267.jpg,/img/derivatives/simple/gbby-45g267/thumbnail.jpg,/img/derivatives/simple/gbby-45g267/fullwidth.jpg
gbby-45g268,268,gbby-45g268.jpg,GBBY 45G/268: Football Practice Scene (Game Scene?) - c1930s,1930s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g268.jpg,/img/derivatives/simple/gbby-45g268/thumbnail.jpg,/img/derivatives/simple/gbby-45g268/fullwidth.jpg
gbby-45g269,269,gbby-45g269.jpg,GBBY 45G/269: Football Practice Scene (Game Scene?) - c1930s,1930s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g269.jpg,/img/derivatives/simple/gbby-45g269/thumbnail.jpg,/img/derivatives/simple/gbby-45g269/fullwidth.jpg
gbby-45g270,270,gbby-45g270.jpg,GBBY 45G/270: Football Practice Scene (Game Scene?) - c1930s,1930s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g270.jpg,/img/derivatives/simple/gbby-45g270/thumbnail.jpg,/img/derivatives/simple/gbby-45g270/fullwidth.jpg
gbby-45g271,271,gbby-45g271.jpg,GBBY 45G/271: Football Practice Scene (Game Scene?) - c1930s,1930s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g271.jpg,/img/derivatives/simple/gbby-45g271/thumbnail.jpg,/img/derivatives/simple/gbby-45g271/fullwidth.jpg
gbby-45g272,272,gbby-45g272.jpg,GBBY 45G/272: Football Practice Scene (Game Scene?) - c1930s,1930s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g272.jpg,/img/derivatives/simple/gbby-45g272/thumbnail.jpg,/img/derivatives/simple/gbby-45g272/fullwidth.jpg
gbby-45g273,273,gbby-45g273.jpg,GBBY 45G/273: Football Practice Scene (Game Scene?) - c1930s,1930s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g273.jpg,/img/derivatives/simple/gbby-45g273/thumbnail.jpg,/img/derivatives/simple/gbby-45g273/fullwidth.jpg
gbby-45g274,274,gbby-45g274.jpg,GBBY 45G/274: Football Practice Scene (Game Scene?) on Cartier Field? - c1920s,1920s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g274.jpg,/img/derivatives/simple/gbby-45g274/thumbnail.jpg,/img/derivatives/simple/gbby-45g274/fullwidth.jpg
gbby-45g275,275,gbby-45g275.jpg,GBBY 45G/275: Football Practice Scene (Game Scene?) - c1930s,1930s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g275.jpg,/img/derivatives/simple/gbby-45g275/thumbnail.jpg,/img/derivatives/simple/gbby-45g275/fullwidth.jpg
gbby-45g277,277,gbby-45g277.jpg,GBBY 45G/277: Football Practice Scene (Game Scene?) - c1930s,1930s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g277.jpg,/img/derivatives/simple/gbby-45g277/thumbnail.jpg,/img/derivatives/simple/gbby-45g277/fullwidth.jpg
gbby-45g278,278,gbby-45g278.jpg,GBBY 45G/278: Football Practice Scene (Game Scene?) - c1930s,1930s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g278.jpg,/img/derivatives/simple/gbby-45g278/thumbnail.jpg,/img/derivatives/simple/gbby-45g278/fullwidth.jpg
gbby-45g279,279,gbby-45g279.jpg,GBBY 45G/279: Football Practice Scene (Game Scene?) - c1930s,1930s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g279.jpg,/img/derivatives/simple/gbby-45g279/thumbnail.jpg,/img/derivatives/simple/gbby-45g279/fullwidth.jpg
gbby-45g280,280,gbby-45g280.jpg,GBBY 45G/280: Football Practice Scene (Game Scene?) - c1930s,1930s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g280.jpg,/img/derivatives/simple/gbby-45g280/thumbnail.jpg,/img/derivatives/simple/gbby-45g280/fullwidth.jpg
gbby-45g281,281,gbby-45g281.jpg,GBBY 45G/281: Football Practice Scene (Game Scene?) - c1930s,1930s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g281.jpg,/img/derivatives/simple/gbby-45g281/thumbnail.jpg,/img/derivatives/simple/gbby-45g281/fullwidth.jpg
gbby-45g282,282,gbby-45g282.jpg,GBBY 45G/282: Football Practice Scene (Game Scene?) - c1930s,1930s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g282.jpg,/img/derivatives/simple/gbby-45g282/thumbnail.jpg,/img/derivatives/simple/gbby-45g282/fullwidth.jpg
gbby-45g283,283,gbby-45g283.jpg,GBBY 45G/283: Football Practice Scene (Game Scene?) with Coach Heartley 'Hunk' Anderson - c1931-1933,1931-1933,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g283.jpg,/img/derivatives/simple/gbby-45g283/thumbnail.jpg,/img/derivatives/simple/gbby-45g283/fullwidth.jpg
