pid,order,file_name,label,_date,object_type,source,thumbnail,full
gbby-45g556,556,gbby-45g556.jpg,GBBY 45G/556: Golf Match or Practice Scene - Team Member - Unidentified - Posed Action - c1930s,1930s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g556.jpg,/img/derivatives/simple/gbby-45g556/thumbnail.jpg,/img/derivatives/simple/gbby-45g556/fullwidth.jpg
gbby-45g557,557,gbby-45g557.jpg,GBBY 45G/557: Golf Match or Practice Scene - Team Member - Unidentified - Posed Action - c1930s,1930s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g557.jpg,/img/derivatives/simple/gbby-45g557/thumbnail.jpg,/img/derivatives/simple/gbby-45g557/fullwidth.jpg
gbby-45g558,558,gbby-45g558.jpg,GBBY 45G/558: Golf Match or Practice Scene - Team Member - Unidentified - Posed Action - c1930s,1930s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g558.jpg,/img/derivatives/simple/gbby-45g558/thumbnail.jpg,/img/derivatives/simple/gbby-45g558/fullwidth.jpg
gbby-45g559,559,gbby-45g559.jpg,GBBY 45G/559: Golf Match or Practice Scene - Team Member - Unidentified - Posed Action - c1930s,1930s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g559.jpg,/img/derivatives/simple/gbby-45g559/thumbnail.jpg,/img/derivatives/simple/gbby-45g559/fullwidth.jpg
gbby-45g560,560,gbby-45g560.jpg,GBBY 45G/560: Golf Match or Practice Scene - c1930s,1930s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g560.jpg,/img/derivatives/simple/gbby-45g560/thumbnail.jpg,/img/derivatives/simple/gbby-45g560/fullwidth.jpg
gbby-45g561,561,gbby-45g561.jpg,GBBY 45G/561: Golf Match or Practice Scene - c1930s,1930s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g561.jpg,/img/derivatives/simple/gbby-45g561/thumbnail.jpg,/img/derivatives/simple/gbby-45g561/fullwidth.jpg
gbby-45g562,562,gbby-45g562.jpg,GBBY 45G/562: Golf Match or Practice Scene - c1930s,1930s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g562.jpg,/img/derivatives/simple/gbby-45g562/thumbnail.jpg,/img/derivatives/simple/gbby-45g562/fullwidth.jpg
gbby-45g563,563,gbby-45g563.jpg,GBBY 45G/563: Golf Match or Practice Scene - c1930s,1930s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g563.jpg,/img/derivatives/simple/gbby-45g563/thumbnail.jpg,/img/derivatives/simple/gbby-45g563/fullwidth.jpg
gbby-45g564,564,gbby-45g564.jpg,"GBBY 45G/564: Golfers (Unidentified, not Students) Notre Dame Golf Course - c1930s",1930s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g564.jpg,/img/derivatives/simple/gbby-45g564/thumbnail.jpg,/img/derivatives/simple/gbby-45g564/fullwidth.jpg
gbby-45g565,565,gbby-45g565.jpg,"GBBY 45G/565: Golfers (Unidentified, not Students) Notre Dame Golf Course - c1930s",1930s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g565.jpg,/img/derivatives/simple/gbby-45g565/thumbnail.jpg,/img/derivatives/simple/gbby-45g565/fullwidth.jpg
gbby-45g566,566,gbby-45g566.jpg,"GBBY 45G/566: Golfers (Unidentified, not Students) Notre Dame Golf Course - c1930s",1930s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g566.jpg,/img/derivatives/simple/gbby-45g566/thumbnail.jpg,/img/derivatives/simple/gbby-45g566/fullwidth.jpg
gbby-45g567,567,gbby-45g567.jpg,"GBBY 45G/567: Golfers (Unidentified, not Students) Notre Dame Golf Course - c1930s",1930s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g567.jpg,/img/derivatives/simple/gbby-45g567/thumbnail.jpg,/img/derivatives/simple/gbby-45g567/fullwidth.jpg
gbby-45g568,568,gbby-45g568.jpg,"GBBY 45G/568: Golfers (Unidentified, not Students) Notre Dame Golf Course - c1930s",1930s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g568.jpg,/img/derivatives/simple/gbby-45g568/thumbnail.jpg,/img/derivatives/simple/gbby-45g568/fullwidth.jpg
gbby-45g569,569,gbby-45g569.jpg,"GBBY 45G/569: Golfers (Unidentified, not Students) Notre Dame Golf Course - c1930s",1930s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g569.jpg,/img/derivatives/simple/gbby-45g569/thumbnail.jpg,/img/derivatives/simple/gbby-45g569/fullwidth.jpg
gbby-45g570,570,gbby-45g570.jpg,"GBBY 45G/570: Golfers (Unidentified, not Students) Notre Dame Golf Course - c1930s",1930s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g570.jpg,/img/derivatives/simple/gbby-45g570/thumbnail.jpg,/img/derivatives/simple/gbby-45g570/fullwidth.jpg
gbby-57g001,1,gbby-57g001.jpg,GBBY 57G/001: Donald L. Allen: Football Player - 1933,1933,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g001.jpg,/img/derivatives/simple/gbby-57g001/thumbnail.jpg,/img/derivatives/simple/gbby-57g001/fullwidth.jpg
gbby-57g002,2,gbby-57g002.jpg,GBBY 57G/002: Russ Arndt: Football Player - 1922-1924,1922-1924,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g002.jpg,/img/derivatives/simple/gbby-57g002/thumbnail.jpg,/img/derivatives/simple/gbby-57g002/fullwidth.jpg
gbby-57g003,3,gbby-57g003.jpg,GBBY 57G/003: Joe Bach: Football Player - 1923-1924,1923-1924,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g003.jpg,/img/derivatives/simple/gbby-57g003/thumbnail.jpg,/img/derivatives/simple/gbby-57g003/fullwidth.jpg
gbby-57g004,4,gbby-57g004.jpg,GBBY 57G/004: Joe Bach: Football Player - 1923-1924,1923-1924,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g004.jpg,/img/derivatives/simple/gbby-57g004/thumbnail.jpg,/img/derivatives/simple/gbby-57g004/fullwidth.jpg
gbby-57g005,5,gbby-57g005.jpg,GBBY 57G/005: Joe Bach: Football Player (GBBY 57G/005 is Damaged) - 1923-1924,1923-1924,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g005.jpg,/img/derivatives/simple/gbby-57g005/thumbnail.jpg,/img/derivatives/simple/gbby-57g005/fullwidth.jpg
gbby-57g006,6,gbby-57g006.jpg,GBBY 57G/006: Joe Bach: Football Player - 1923-1924,1923-1924,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g006.jpg,/img/derivatives/simple/gbby-57g006/thumbnail.jpg,/img/derivatives/simple/gbby-57g006/fullwidth.jpg
gbby-57g007,7,gbby-57g007.jpg,GBBY 57G/007: Steve Banas: Football Player - 1931-1933,1931-1933,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g007.jpg,/img/derivatives/simple/gbby-57g007/thumbnail.jpg,/img/derivatives/simple/gbby-57g007/fullwidth.jpg
gbby-57g008,8,gbby-57g008.jpg,GBBY 57G/008: Emmett L. Baxter: Football Player - Notre Dame,n.d.,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g008.jpg,/img/derivatives/simple/gbby-57g008/thumbnail.jpg,/img/derivatives/simple/gbby-57g008/fullwidth.jpg
gbby-57g009,9,gbby-57g009.jpg,GBBY 57G/009: Joe Beach: Football Player - 1933-1934,1933-1934,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g009.jpg,/img/derivatives/simple/gbby-57g009/thumbnail.jpg,/img/derivatives/simple/gbby-57g009/fullwidth.jpg
gbby-57g010,10,gbby-57g010.jpg,GBBY 57G/010: Joe Benda: Football Player - 1925-1927,1925-1927,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g010.jpg,/img/derivatives/simple/gbby-57g010/thumbnail.jpg,/img/derivatives/simple/gbby-57g010/fullwidth.jpg
gbby-57g011,11,gbby-57g011.jpg,GBBY 57G/011: Joe Benda: Football Player - 1925-1927,1925-1927,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g011.jpg,/img/derivatives/simple/gbby-57g011/thumbnail.jpg,/img/derivatives/simple/gbby-57g011/fullwidth.jpg
gbby-57g012,12,gbby-57g012.jpg,GBBY 57G/012: Joe Boland: Football Player - 1924-1926,1924-1926,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g012.jpg,/img/derivatives/simple/gbby-57g012/thumbnail.jpg,/img/derivatives/simple/gbby-57g012/fullwidth.jpg
gbby-57g013,13,gbby-57g013.jpg,GBBY 57G/013: Joe Boland: Football Player - 1924-1926,1924-1926,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g013.jpg,/img/derivatives/simple/gbby-57g013/thumbnail.jpg,/img/derivatives/simple/gbby-57g013/fullwidth.jpg
gbby-57g014,14,gbby-57g014.jpg,GBBY 57G/014: Ray Boland: Football Player - 1932,1932,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g014.jpg,/img/derivatives/simple/gbby-57g014/thumbnail.jpg,/img/derivatives/simple/gbby-57g014/fullwidth.jpg
gbby-57g015,15,gbby-57g015.jpg,GBBY 57G/015: Jim Brady: Football Player - 1927-1928,1927-1928,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g015.jpg,/img/derivatives/simple/gbby-57g015/thumbnail.jpg,/img/derivatives/simple/gbby-57g015/fullwidth.jpg
gbby-57g016,16,gbby-57g016.jpg,GBBY 57G/016: Earl Brown: Football Player - 1936-1938,1936-1938,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g016.jpg,/img/derivatives/simple/gbby-57g016/thumbnail.jpg,/img/derivatives/simple/gbby-57g016/fullwidth.jpg
gbby-57g017,17,gbby-57g017.jpg,GBBY 57G/017: Burke: Football Player - c1930s,1930s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g017.jpg,/img/derivatives/simple/gbby-57g017/thumbnail.jpg,/img/derivatives/simple/gbby-57g017/fullwidth.jpg
gbby-57g018,18,gbby-57g018.jpg,GBBY 57G/018: Fred Carideo: Football Player - 1933-1935,1933-1935,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g018.jpg,/img/derivatives/simple/gbby-57g018/thumbnail.jpg,/img/derivatives/simple/gbby-57g018/fullwidth.jpg
gbby-57g019,19,gbby-57g019.jpg,GBBY 57G/019: Frank Canale: Football Player - 1931-1934,1931-1934,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g019.jpg,/img/derivatives/simple/gbby-57g019/thumbnail.jpg,/img/derivatives/simple/gbby-57g019/fullwidth.jpg
gbby-57g020,20,gbby-57g020.jpg,GBBY 57G/020: Bill Cerney: Football Player - 1922-1924,1922-1924,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g020.jpg,/img/derivatives/simple/gbby-57g020/thumbnail.jpg,/img/derivatives/simple/gbby-57g020/fullwidth.jpg
gbby-57g021,21,gbby-57g021.jpg,GBBY 57G/021: Bill Cerney: Football Player - 1922-1924,1922-1924,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g021.jpg,/img/derivatives/simple/gbby-57g021/thumbnail.jpg,/img/derivatives/simple/gbby-57g021/fullwidth.jpg
gbby-57g022,22,gbby-57g022.jpg,GBBY 57G/022: John (Jack) Chevigny: Football Player - 1926-1928,1926-1928,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g022.jpg,/img/derivatives/simple/gbby-57g022/thumbnail.jpg,/img/derivatives/simple/gbby-57g022/fullwidth.jpg
gbby-57g023,23,gbby-57g023.jpg,GBBY 57G/023: John (Jack) Chevigny: Football Player - 1926-1928,1926-1928,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g023.jpg,/img/derivatives/simple/gbby-57g023/thumbnail.jpg,/img/derivatives/simple/gbby-57g023/fullwidth.jpg
gbby-57g024,24,gbby-57g024.jpg,GBBY 57G/024: John (Jack) Chevigny: Football Player - 1926-1928,1926-1928,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g024.jpg,/img/derivatives/simple/gbby-57g024/thumbnail.jpg,/img/derivatives/simple/gbby-57g024/fullwidth.jpg
gbby-57g025,25,gbby-57g025.jpg,GBBY 57G/025: Chuck Collins: Football Player - 1922-1924,1922-1924,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g025.jpg,/img/derivatives/simple/gbby-57g025/thumbnail.jpg,/img/derivatives/simple/gbby-57g025/fullwidth.jpg
gbby-57g026,26,gbby-57g026.jpg,GBBY 57G/026: Chuck Collins: Football Player - 1922-1924,1922-1924,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g026.jpg,/img/derivatives/simple/gbby-57g026/thumbnail.jpg,/img/derivatives/simple/gbby-57g026/fullwidth.jpg
gbby-57g027,27,gbby-57g027.jpg,GBBY 57G/027: Ed Collins: Football Player - 1926-1929,1926-1929,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g027.jpg,/img/derivatives/simple/gbby-57g027/thumbnail.jpg,/img/derivatives/simple/gbby-57g027/fullwidth.jpg
gbby-57g028,28,gbby-57g028.jpg,GBBY 57G/028: Al Costello: Football Player - 1932-1934,1932-1934,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g028.jpg,/img/derivatives/simple/gbby-57g028/thumbnail.jpg,/img/derivatives/simple/gbby-57g028/fullwidth.jpg
gbby-57g029,29,gbby-57g029.jpg,GBBY 57G/029: Art Cronin: Football Player - 1934-1936,1934-1936,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g029.jpg,/img/derivatives/simple/gbby-57g029/thumbnail.jpg,/img/derivatives/simple/gbby-57g029/fullwidth.jpg
gbby-57g030,30,gbby-57g030.jpg,GBBY 57G/030: Clem Crowe: Football Player - 1923-1925,1923-1925,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g030.jpg,/img/derivatives/simple/gbby-57g030/thumbnail.jpg,/img/derivatives/simple/gbby-57g030/fullwidth.jpg
gbby-57g031,31,gbby-57g031.jpg,GBBY 57G/031: Clem Crowe: Football Player - 1923-1925,1923-1925,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g031.jpg,/img/derivatives/simple/gbby-57g031/thumbnail.jpg,/img/derivatives/simple/gbby-57g031/fullwidth.jpg
gbby-57g032,32,gbby-57g032.jpg,GBBY 57G/032: Clem Crowe: Football Player - 1923-1925,1923-1925,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g032.jpg,/img/derivatives/simple/gbby-57g032/thumbnail.jpg,/img/derivatives/simple/gbby-57g032/fullwidth.jpg
gbby-57g033,33,gbby-57g033.jpg,GBBY 57G/033: James (Jim) Crowley: Football Player - 1924,1924,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g033.jpg,/img/derivatives/simple/gbby-57g033/thumbnail.jpg,/img/derivatives/simple/gbby-57g033/fullwidth.jpg
gbby-57g034,34,gbby-57g034.jpg,GBBY 57G/034: James (Jim) Crowley: Football Player - 1924,1924,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g034.jpg,/img/derivatives/simple/gbby-57g034/thumbnail.jpg,/img/derivatives/simple/gbby-57g034/fullwidth.jpg
gbby-57g035,35,gbby-57g035.jpg,GBBY 57G/035: Ray (Bucky) Dahman: Football Player - 1925-1927,1925-1927,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g035.jpg,/img/derivatives/simple/gbby-57g035/thumbnail.jpg,/img/derivatives/simple/gbby-57g035/fullwidth.jpg
gbby-57g036,36,gbby-57g036.jpg,GBBY 57G/036: Ed Dunn: Football Player - 1934-1935,1934-1935,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g036.jpg,/img/derivatives/simple/gbby-57g036/thumbnail.jpg,/img/derivatives/simple/gbby-57g036/fullwidth.jpg
gbby-57g037,37,gbby-57g037.jpg,GBBY 57G/037: Gene (Red) Edwards: Football Player - 1924-1926,1924-1926,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g037.jpg,/img/derivatives/simple/gbby-57g037/thumbnail.jpg,/img/derivatives/simple/gbby-57g037/fullwidth.jpg
gbby-57g038,38,gbby-57g038.jpg,GBBY 57G/038: Gene (Red) Edwards: Football Player - 1924-1926,1924-1926,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g038.jpg,/img/derivatives/simple/gbby-57g038/thumbnail.jpg,/img/derivatives/simple/gbby-57g038/fullwidth.jpg
gbby-57g039,39,gbby-57g039.jpg,GBBY 57G/039: Don Elser: Football Player - 1933-1935,1933-1935,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g039.jpg,/img/derivatives/simple/gbby-57g039/thumbnail.jpg,/img/derivatives/simple/gbby-57g039/fullwidth.jpg
gbby-57g040,40,gbby-57g040.jpg,GBBY 57G/040: Rex Enright: Football Player - 1923-1925,1923-1925,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g040.jpg,/img/derivatives/simple/gbby-57g040/thumbnail.jpg,/img/derivatives/simple/gbby-57g040/fullwidth.jpg
gbby-57g041,41,gbby-57g041.jpg,GBBY 57G/041: Rex Enright: Football Player - 1923-1925,1923-1925,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g041.jpg,/img/derivatives/simple/gbby-57g041/thumbnail.jpg,/img/derivatives/simple/gbby-57g041/fullwidth.jpg
gbby-57g042,42,gbby-57g042.jpg,GBBY 57G/042: Christy Flanagan: Football Player - 1925-1927,1925-1927,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g042.jpg,/img/derivatives/simple/gbby-57g042/thumbnail.jpg,/img/derivatives/simple/gbby-57g042/fullwidth.jpg
gbby-57g043,43,gbby-57g043.jpg,GBBY 57G/043: Christy Flanagan: Football Player - 1925-1927,1925-1927,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g043.jpg,/img/derivatives/simple/gbby-57g043/thumbnail.jpg,/img/derivatives/simple/gbby-57g043/fullwidth.jpg
gbby-57g044,44,gbby-57g044.jpg,GBBY 57G/044: John Frederick: Football Player - 1925-1927,1925-1927,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g044.jpg,/img/derivatives/simple/gbby-57g044/thumbnail.jpg,/img/derivatives/simple/gbby-57g044/fullwidth.jpg
gbby-57g045,45,gbby-57g045.jpg,GBBY 57G/045: John Frederick: Football Player - 1925-1927,1925-1927,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g045.jpg,/img/derivatives/simple/gbby-57g045/thumbnail.jpg,/img/derivatives/simple/gbby-57g045/fullwidth.jpg
gbby-57g046,46,gbby-57g046.jpg,GBBY 57G/046: John Frederick: Football Player - 1925-1927,1925-1927,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g046.jpg,/img/derivatives/simple/gbby-57g046/thumbnail.jpg,/img/derivatives/simple/gbby-57g046/fullwidth.jpg
gbby-57g047,47,gbby-57g047.jpg,GBBY 57G/047: Karl Fulnecky: Football Player - 1933,1933,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g047.jpg,/img/derivatives/simple/gbby-57g047/thumbnail.jpg,/img/derivatives/simple/gbby-57g047/fullwidth.jpg
gbby-57g048,48,gbby-57g048.jpg,GBBY 57G/048: Tom (Kitty) Gorman: Football Player - 1931-1933,1931-1933,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g048.jpg,/img/derivatives/simple/gbby-57g048/thumbnail.jpg,/img/derivatives/simple/gbby-57g048/fullwidth.jpg
gbby-57g049,49,gbby-57g049.jpg,"GBBY 57G/049: Thomas (Tom, Red) Hearden: Football Player - 1924-1926",1924-1926,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g049.jpg,/img/derivatives/simple/gbby-57g049/thumbnail.jpg,/img/derivatives/simple/gbby-57g049/fullwidth.jpg
gbby-57g050,50,gbby-57g050.jpg,"GBBY 57G/050: Thomas (Tom, Red) Hearden: Football Player - 1924-1926",1924-1926,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g050.jpg,/img/derivatives/simple/gbby-57g050/thumbnail.jpg,/img/derivatives/simple/gbby-57g050/fullwidth.jpg
gbby-57g051,51,gbby-57g051.jpg,"GBBY 57G/051: Thomas (Tom, Red) Hearden: Football Player - 1924-1926",1924-1926,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g051.jpg,/img/derivatives/simple/gbby-57g051/thumbnail.jpg,/img/derivatives/simple/gbby-57g051/fullwidth.jpg
gbby-57g052,52,gbby-57g052.jpg,GBBY 57G/052: John Hogan: Football Player - 1926,1926,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g052.jpg,/img/derivatives/simple/gbby-57g052/thumbnail.jpg,/img/derivatives/simple/gbby-57g052/fullwidth.jpg
gbby-57g053,53,gbby-57g053.jpg,GBBY 57G/053: Paul Host: Football Player - 1932,1932,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g053.jpg,/img/derivatives/simple/gbby-57g053/thumbnail.jpg,/img/derivatives/simple/gbby-57g053/fullwidth.jpg
gbby-57g054,54,gbby-57g054.jpg,GBBY 57G/054: Max Houser: Football Player - 1923-1924,1923-1924,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g054.jpg,/img/derivatives/simple/gbby-57g054/thumbnail.jpg,/img/derivatives/simple/gbby-57g054/fullwidth.jpg
gbby-57g055,55,gbby-57g055.jpg,GBBY 57G/055: Ed Hunsinger: Football Player - 1922-1924,1922-1924,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g055.jpg,/img/derivatives/simple/gbby-57g055/thumbnail.jpg,/img/derivatives/simple/gbby-57g055/fullwidth.jpg
gbby-57g056,56,gbby-57g056.jpg,GBBY 57G/056: Ed Hunsinger: Football Player - 1922-1924,1922-1924,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g056.jpg,/img/derivatives/simple/gbby-57g056/thumbnail.jpg,/img/derivatives/simple/gbby-57g056/fullwidth.jpg
gbby-57g057,57,gbby-57g057.jpg,GBBY 57G/057: Arthur S.J. Katz: Football Player - 1933,1933,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g057.jpg,/img/derivatives/simple/gbby-57g057/thumbnail.jpg,/img/derivatives/simple/gbby-57g057/fullwidth.jpg
gbby-57g058,58,gbby-57g058.jpg,GBBY 57G/058: Charles H. Keller (South Bend Resident?) - c1920s,1920s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g058.jpg,/img/derivatives/simple/gbby-57g058/thumbnail.jpg,/img/derivatives/simple/gbby-57g058/fullwidth.jpg
gbby-57g059,59,gbby-57g059.jpg,GBBY 57G/059: Louis Kisch (South Bend Resident?) - c1920s,1920s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g059.jpg,/img/derivatives/simple/gbby-57g059/thumbnail.jpg,/img/derivatives/simple/gbby-57g059/fullwidth.jpg
gbby-57g060,60,gbby-57g060.jpg,GBBY 57G/060: Noble Kizer: Football Player - 1922-1924,1922-1924,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g060.jpg,/img/derivatives/simple/gbby-57g060/thumbnail.jpg,/img/derivatives/simple/gbby-57g060/fullwidth.jpg
gbby-57g061,61,gbby-57g061.jpg,GBBY 57G/061: Noble Kizer: Football Player - 1922-1924,1922-1924,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g061.jpg,/img/derivatives/simple/gbby-57g061/thumbnail.jpg,/img/derivatives/simple/gbby-57g061/fullwidth.jpg
gbby-57g062,62,gbby-57g062.jpg,GBBY 57G/062: Arden Kline (South Bend Policeman) - c1920s,1920s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g062.jpg,/img/derivatives/simple/gbby-57g062/thumbnail.jpg,/img/derivatives/simple/gbby-57g062/fullwidth.jpg
gbby-57g063,63,gbby-57g063.jpg,GBBY 57G/063: Mike Koken: Football Player - 1930-1932,1930-1932,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g063.jpg,/img/derivatives/simple/gbby-57g063/thumbnail.jpg,/img/derivatives/simple/gbby-57g063/fullwidth.jpg
gbby-57g064,64,gbby-57g064.jpg,GBBY 57G/064: Edwin Kosky: Football Player - 1929,1929,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g064.jpg,/img/derivatives/simple/gbby-57g064/thumbnail.jpg,/img/derivatives/simple/gbby-57g064/fullwidth.jpg
gbby-57g065,65,gbby-57g065.jpg,GBBY 57G/065: Casimer Kubiak (South Bend Resident?) - c1920s,1920s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g065.jpg,/img/derivatives/simple/gbby-57g065/thumbnail.jpg,/img/derivatives/simple/gbby-57g065/fullwidth.jpg
gbby-57g066,66,gbby-57g066.jpg,GBBY 57G/066: Lafortune (South Bend Resident?) - c1920s,1920s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g066.jpg,/img/derivatives/simple/gbby-57g066/thumbnail.jpg,/img/derivatives/simple/gbby-57g066/fullwidth.jpg
gbby-57g067,67,gbby-57g067.jpg,GBBY 57G/067: John Law: Football Player - 1926-1929,1926-1929,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g067.jpg,/img/derivatives/simple/gbby-57g067/thumbnail.jpg,/img/derivatives/simple/gbby-57g067/fullwidth.jpg
gbby-57g068,68,gbby-57g068.jpg,GBBY 57G/068: Elmer Layden: as Football Player - 1922-1924,1922-1924,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g068.jpg,/img/derivatives/simple/gbby-57g068/thumbnail.jpg,/img/derivatives/simple/gbby-57g068/fullwidth.jpg
gbby-57g069,69,gbby-57g069.jpg,GBBY 57G/069: Elmer Layden: as Football Player - 1922-1924,1922-1924,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g069.jpg,/img/derivatives/simple/gbby-57g069/thumbnail.jpg,/img/derivatives/simple/gbby-57g069/fullwidth.jpg
gbby-57g070,70,gbby-57g070.jpg,GBBY 57G/070: Elmer Layden: as Football Player - 1922-1924,1922-1924,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g070.jpg,/img/derivatives/simple/gbby-57g070/thumbnail.jpg,/img/derivatives/simple/gbby-57g070/fullwidth.jpg
gbby-57g071,71,gbby-57g071.jpg,GBBY 57G/071: Francis (Mike) Layden: Football Player - 1933-1935,1933-1935,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g071.jpg,/img/derivatives/simple/gbby-57g071/thumbnail.jpg,/img/derivatives/simple/gbby-57g071/fullwidth.jpg
gbby-57g072,72,gbby-57g072.jpg,GBBY 57G/072: Mike Leding: Football Player - 1931-1932,1931-1932,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g072.jpg,/img/derivatives/simple/gbby-57g072/thumbnail.jpg,/img/derivatives/simple/gbby-57g072/fullwidth.jpg
gbby-57g073,73,gbby-57g073.jpg,GBBY 57G/073: Jim Leonard: Football Player - 1931-1933,1931-1933,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g073.jpg,/img/derivatives/simple/gbby-57g073/thumbnail.jpg,/img/derivatives/simple/gbby-57g073/fullwidth.jpg
gbby-57g074,74,gbby-57g074.jpg,GBBY 57G/074: George Leppig: Football Player - 1926-1928,1926-1928,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g074.jpg,/img/derivatives/simple/gbby-57g074/thumbnail.jpg,/img/derivatives/simple/gbby-57g074/fullwidth.jpg
gbby-57g075,75,gbby-57g075.jpg,GBBY 57G/075: Bernie Livergood: Football Player - 1922-1924,1922-1924,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g075.jpg,/img/derivatives/simple/gbby-57g075/thumbnail.jpg,/img/derivatives/simple/gbby-57g075/fullwidth.jpg
gbby-57g076,76,gbby-57g076.jpg,GBBY 57G/076: Bernie Livergood: Football Player - 1922-1924,1922-1924,glass plate negative,http://archives.nd.edu/Bagby/GBBY-57g076.jpg,/img/derivatives/simple/gbby-57g076/thumbnail.jpg,/img/derivatives/simple/gbby-57g076/fullwidth.jpg
